author_sort,authors,comments,cover,timestamp,#formats,formats,isbn,identifiers,languages,library_name,pubdate,publisher,rating,#read,series,series_index,size,tags,title,title_sort,id,uuid
"Robinson, Kim Stanley",Kim Stanley Robinson,"### This third book in Robinson's hard-science Mars trilogy follows 1992 Nebula winner Red Mars and 1994 Hugo winner Green Mars. In the 21st century, colonists almost succeed in terraforming Mars. While they fight for independence from Earth and attempt to avert a civil war, they find their new civilization threatened by an ice age. 
",~./Dropbox/The Tome/Kim Stanley Robinson/Blue Mars (14)/cover.jpg,2021-06-01T19:43:46-04:00,AZW3,azw3,9.78055E+12,"mobi-asin:8829ac80-8292-42a9-972a-a2fb28689e4d,isbn:9780553573350",eng,The Tome,1996-01-01T00:00:00-05:00,Spectra,,FALSE,Mars,3,1480397,,Blue Mars,Blue Mars,14,cad96e06-e934-45ea-9dc3-543121c5888e
"Martine, Arkady",Arkady Martine,"**A Hugo, Locus, and Nebula Award nominee for 2019  
A Best Book of 2019: **Library Journal **, Polygon, Den of Geek**  
 **An NPR Favorite Book of 2019** *  
A Guardian* Best Science Fiction and Fantasy Book of 2019 and “Not the Booker Prize” Nominee  
A Goodreads Biggest SFF Book of 2019 and Goodreads Choice Awards Nominee 
"" *A Memory Called Empire* perfectly balances action and intrigue with matters of empire and identity. All around brilliant space opera, I absolutely love it.""―Ann Leckie, author of *Ancillary Justice*  
**  
Ambassador Mahit Dzmare arrives in the center of the multi-system Teixcalaanli Empire only to discover that her predecessor, the previous ambassador from their small but fiercely independent mining Station, has died. But no one will admit that his death wasn't an accident―or that Mahit might be next to die, during a time of political instability in the highest echelons of the imperial court. 
Now, Mahit must discover who is behind the murder, rescue herself, and save her Station from Teixcalaan's unceasing expansion―all while navigating an alien culture that is all too seductive, engaging in intrigues of her own, and hiding a deadly technological secret―one that might spell the end of her Station and her way of life―or rescue it from annihilation. 
*A fascinating space opera debut novel, Arkady Martine's A Memory Called Empire* is an interstellar mystery adventure. 
""The most thrilling ride ever. This book has everything I love."" **** ―Charlie Jane Anders, author of *All the Birds in the Sky 
* * *
**And coming soon, the brilliant sequel,** A Desolation Called Peace **!** **
",~./Dropbox/The Tome/Arkady Martine/A Memory Called Empire (26)/cover.jpg,2021-06-02T19:51:56-04:00,AZW3,azw3,9.78125E+12,"isbn:9781250186454,mobi-asin:06c271ff-6960-4695-be4e-349d0a54c437",eng,The Tome,2019-03-26T00:00:00-04:00,Tor Books,,FALSE,Teixcalaan,1,3618561,,A Memory Called Empire,"Memory Called Empire, A",26,1320c4eb-dcea-49cb-8726-fdd07b8b9429
"Eames, Nicholas",Nicholas Eames,"**GLORY NEVER GETS OLD.**  
Clay Cooper and his band were once the best of the best, the most feared and renowned crew of mercenaries this side of the Heartwyld.   
Their glory days long past, the mercs have grown apart and grown old, fat, drunk, or a combination of the three. Then an ex-bandmate turns up at Clay's door with a plea for help--the kind of mission that only the very brave or the very stupid would sign up for.   
**  
It's time to get the band back together.**
",~./Dropbox/The Tome/Nicholas Eames/Kings of the Wyld (37)/cover.jpg,2021-06-02T19:51:57-04:00,AZW3,azw3,,mobi-asin:b4583a49-1aa0-41fe-973d-82d64ee595f4,eng,The Tome,2017-02-20T19:00:00-05:00,Orbit,,FALSE,The Band,1,1044066,,Kings of the Wyld,Kings of the Wyld,37,bbe95dcb-6d55-4b25-904c-48249ed5d5e1
"Clark, P. Djèlí",P. Djèlí Clark,"P. Djèlí Clark returns to the historical fantasy universe of ""A Dead Djinn in Cairo"", with the otherworldly adventure novella The Haunting of Tram Car 015.Finalist for the 2020 Hugo AwardFinalist for the 2020 Nebula AwardFinalist for the 2020 Locus AwardCairo, 1912: The case started as a simple one for the Ministry of Alchemy, Enchantments and Supernatural Entities — handling a possessed tram car.Soon, however, Agent Hamed Nasr and his new partner Agent Onsi Youssef are exposed to a new side of Cairo stirring with suffragettes, secret societies, and sentient automatons in a race against time to protect the city from an encroaching danger that crosses the line between the magical and the mundane.At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.
",~./Dropbox/The Tome/P. Djeli Clark/The Haunting of Tram Car 015 (39)/cover.jpg,2021-06-02T19:51:57-04:00,AZW3,azw3,9.78125E+12,"mobi-asin:f85bf1cb-cf66-4a98-a4d5-82d63d1c9f1c,google:x-NtDwAAQBAJ,isbn:9781250294784",eng,The Tome,2019-02-19T00:00:00-05:00,Tom Doherty Associates,,FALSE,,1,821974,"Fiction, Fantasy, Historical, Action & Adventure, Science Fiction, Steampunk",The Haunting of Tram Car 015,"Haunting of Tram Car 015, The",39,090838b1-14b3-4909-bb9e-d9f19b6ae9a0
"Sanderson, Brandon",Brandon Sanderson,"**The #1** New York Times **bestselling sequel to** Words of Radiance **, from epic fantasy author Brandon Sanderson at the top of his game.** In *Oathbringer* , the third volume of the *New York Times* bestselling Stormlight Archive, humanity faces a new Desolation with the return of the Voidbringers, a foe with numbers as great as their thirst for vengeance. Dalinar Kholin’s Alethi armies won a fleeting victory at a terrible cost: The enemy Parshendi summoned the violent Everstorm, which now sweeps the world with destruction, and in its passing awakens the once peaceful and subservient parshmen to the horror of their millennia-long enslavement by humans. While on a desperate flight to warn his family of the threat, Kaladin Stormblessed must come to grips with the fact that the newly kindled anger of the parshmen may be wholly justified. Nestled in the mountains high above the storms, in the tower city of Urithiru, Shallan Davar investigates the wonders of the ancient stronghold of the Knights Radiant and unearths dark secrets lurking in its depths. And Dalinar realizes that his holy mission to unite his homeland of Alethkar was too narrow in scope. Unless all the nations of Roshar can put aside Dalinar’s blood-soaked past and stand together―and unless Dalinar himself can confront that past―even the restoration of the Knights Radiant will not prevent the end of civilization.
**Other Tor books by Brandon Sanderson** **The Cosmere**
* * *
**The Stormlight Archive**  
 *The Way of Kings*  
 *Words of Radiance*  
 *Edgedancer* (Novella)  
 *Oathbringer* **** 
* * *
**The Mistborn trilogy**  
 *Mistborn: The Final Empire*  
 *The Well of Ascension*  
 *The Hero of Ages*  
 **  
***Mistborn: The Wax and Wayne series  
 **Alloy of Law**  
 **Shadows of Self**  
 **Bands of Mourning* Collection**  
 *Arcanum Unbounded* **Other Cosmere novels**  
 *Elantris*  
 *Warbreaker* **The Alcatraz vs. the Evil Librarians series**  
 *Alcatraz vs. the Evil Librarians*  
 *The Scrivener's Bones*  
 *The Knights of Crystallia*  
 *The Shattered Lens*  
 *The Dark Talent* **The Rithmatist series**  
* **The Rithmatist*** Other books by Brandon Sanderson **  
***  
 *** The Reckoners  
** Steelheart **  
**Firefight **  
**Calamity ****
",~./Dropbox/The Tome/Brandon Sanderson/Oathbringer (41)/cover.jpg,2021-06-02T19:51:57-04:00,AZW3,azw3,9.78077E+12,"mobi-asin:3bfddaaf-b05e-473c-ae4a-8d6383f57d12,isbn:9780765326379",eng,The Tome,2017-11-14T00:00:00-05:00,Tor Books,,TRUE,The Stormlight Archive,3,16252115,,Oathbringer,Oathbringer,41,3d482448-6edf-4096-898b-b3d3cc3d5f32
"Sanderson, Brandon",Brandon Sanderson,"**From #1** New York Times **bestselling author Brandon Sanderson,** Words of Radiance, **Book Two of the Stormlight Archive, continues the immersive fantasy epic that** The Way of Kings **began.**
Expected by his enemies to die the miserable death of a military slave, Kaladin survived to be given command of the royal bodyguards, a controversial first for a low-status ""darkeyes."" Now he must protect the king and Dalinar from every common peril as well as the distinctly uncommon threat of the Assassin, all while secretly struggling to master remarkable new powers that are somehow linked to his honorspren, Syl. 
The Assassin, Szeth, is active again, murdering rulers all over the world of Roshar, using his baffling powers to thwart every bodyguard and elude all pursuers. Among his prime targets is Highprince Dalinar, widely considered the power behind the Alethi throne. His leading role in the war would seem reason enough, but the Assassin's master has much deeper motives. 
Brilliant but troubled Shallan strives along a parallel path. Despite being broken in ways she refuses to acknowledge, she bears a terrible burden: to somehow prevent the return of the legendary Voidbringers and the civilization-ending Desolation that will follow. The secrets she needs can be found at the Shattered Plains, but just arriving there proves more difficult than she could have imagined. 
Meanwhile, at the heart of the Shattered Plains, the Parshendi are making an epochal decision. Hard pressed by years of Alethi attacks, their numbers ever shrinking, they are convinced by their war leader, Eshonai, to risk everything on a desperate gamble with the very supernatural forces they once fled. The possible consequences for Parshendi and humans alike, indeed, for Roshar itself, are as dangerous as they are incalculable. 
**Other Tor books by Brandon Sanderson**
**The Cosmere**  
 **  
The Stormlight Archive**  
 *The Way of Kings*  
 *Words of Radiance*  
 *Edgedancer* (Novella)  
 *Oathbringer*
**The Mistborn trilogy**  
*Mistborn: The Final Empire  
The Well of Ascension  
The Hero of Ages 
  * **Mistborn: The Wax and Wayne series**  
 *Alloy of Law  
Shadows of Self  
Bands of Mourning*


**Collection**  
 *Arcanum Unbounded*
**Other Cosmere novels**  
 *Elantris*  
 *Warbreaker*
**The Alcatraz vs. the Evil Librarians series**  
 *Alcatraz vs. the Evil Librarians*  
 *The Scrivener's Bones*  
 *The Knights of Crystallia*  
 *The Shattered Lens*  
 *The Dark Talent*
**The Rithmatist series  
** *The Rithmatist*
**Other books by Brandon Sanderson**  
 **  
The Reckoners**  
 *Steelheart*  
 *Firefight*  
 *Calamity*
At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied. **
",~./Dropbox/The Tome/Brandon Sanderson/Words of Radiance (42)/cover.jpg,2021-06-02T19:51:57-04:00,AZW3,azw3,,mobi-asin:B00DA6YEKS,eng,The Tome,2014-03-04T00:00:00-05:00,Tor Books,,TRUE,The Stormlight Archive,2,18292434,,Words of Radiance,Words of Radiance,42,73ebd005-2376-4653-93e2-a350b73fc78b
"Sanderson, Brandon",Brandon Sanderson,"**The Stormlight Archive saga continues in** Rhythm of War*, the eagerly awaited sequel to Brandon Sanderson's #1 **New York Times**** bestselling * **Oathbringer **, from an epic fantasy writer at the top of his game.**
After forming a coalition of human resistance against the enemy invasion, Dalinar Kholin and his Knights Radiant have spent a year fighting a protracted, brutal war. Neither side has gained an advantage, and the threat of a betrayal by Dalinar’s crafty ally Taravangian looms over every strategic move. 
Now, as new technological discoveries by Navani Kholin’s scholars begin to change the face of the war, the enemy prepares a bold and dangerous operation. The arms race that follows will challenge the very core of the Radiant ideals, and potentially reveal the secrets of the ancient tower that was once the heart of their strength. 
At the same time that Kaladin Stormblessed must come to grips with his changing role within the Knights Radiant, his Windrunners face their own problem: As more and more deadly enemy Fused awaken to wage war, no more honorspren are willing to bond with humans to increase the number of Radiants. Adolin and Shallan must lead the coalition’s envoy to the honorspren stronghold of Lasting Integrity and either convince the spren to join the cause against the evil god Odium, or personally face the storm of failure. 
**Other Tor books by Brandon Sanderson**
**The Cosmere**  
 **  
The Stormlight Archive**  
 *The Way of Kings*  
 *Words of Radiance*  
 *Edgedancer* (Novella)  
 *Oathbringer  
Rhythm of War*
**The Mistborn trilogy**  
*Mistborn: The Final Empire  
The Well of Ascension  
The Hero of Ages 
  * **Mistborn: The Wax and Wayne series**  
 *Alloy of Law  
Shadows of Self  
Bands of Mourning*


**Collection**  
 *Arcanum Unbounded*
**Other Cosmere novels**  
 *Elantris*  
 *Warbreaker*
**The Alcatraz vs. the Evil Librarians series**  
 *Alcatraz vs. the Evil Librarians*  
 *The Scrivener's Bones*  
 *The Knights of Crystallia*  
 *The Shattered Lens*  
 *The Dark Talent*
**The Rithmatist series  
** *The Rithmatist*
**Other books by Brandon Sanderson**  
 **  
The Reckoners**  
 *Steelheart*  
 *Firefight*  
 *Calamity* **
",~./Dropbox/The Tome/Brandon Sanderson/Rhythm of War (44)/cover.jpg,2021-06-02T19:51:57-04:00,AZW3,azw3,9.78143E+12,"mobi-asin:3db7c070-aa8f-4ab0-9b6f-3adbc199b499,isbn:9781429952040",eng,The Tome,2020-11-17T00:00:00-05:00,Tom Doherty Associates,,TRUE,The Stormlight Archive,4,107277572,,Rhythm of War,Rhythm of War,44,1690dcd2-d191-4079-bb9a-8971e19c4895
"Sanderson, Brandon",Brandon Sanderson,"**From #1** New York Times **bestselling author Brandon Sanderson,** The Way of Kings **, Book One of the Stormlight Archive begins an incredible new saga of epic proportion.**
Roshar is a world of stone and storms. Uncanny tempests of incredible power sweep across the rocky terrain so frequently that they have shaped ecology and civilization alike. Animals hide in shells, trees pull in branches, and grass retracts into the soilless ground. Cities are built only where the topography offers shelter. 
It has been centuries since the fall of the ten consecrated orders known as the Knights Radiant, but their Shardblades and Shardplate remain: mystical swords and suits of armor that transform ordinary men into near-invincible warriors. Men trade kingdoms for Shardblades. Wars were fought for them, and won by them. 
One such war rages on a ruined landscape called the Shattered Plains. There, Kaladin, who traded his medical apprenticeship for a spear to protect his little brother, has been reduced to slavery. In a war that makes no sense, where ten armies fight separately against a single foe, he struggles to save his men and to fathom the leaders who consider them expendable. 
Brightlord Dalinar Kholin commands one of those other armies. Like his brother, the late king, he is fascinated by an ancient text called *The Way of Kings*. Troubled by over-powering visions of ancient times and the Knights Radiant, he has begun to doubt his own sanity. 
Across the ocean, an untried young woman named Shallan seeks to train under an eminent scholar and notorious heretic, Dalinar's niece, Jasnah. Though she genuinely loves learning, Shallan's motives are less than pure. As she plans a daring theft, her research for Jasnah hints at secrets of the Knights Radiant and the true cause of the war. 
The result of over ten years of planning, writing, and world-building, *The Way of Kings* is but the opening movement of the Stormlight Archive, a bold masterpiece in the making. 
Speak again the ancient oaths: 
**Life before death.  
Strength before weakness.  
****Journey before Destination. 
** and return to men the Shards they once bore. 
The Knights Radiant must stand again. 
**Other Tor books by Brandon Sanderson**
**The Cosmere**  
 **  
The Stormlight Archive**  
 *The Way of Kings*  
 *Words of Radiance*  
 *Edgedancer* (Novella)  
 *Oathbringer* ** 
The Mistborn trilogy* *  
*Mistborn: The Final Empire  
The Well of Ascension  
The Hero of Ages 
  * **Mistborn: The Wax and Wayne series**  
 *Alloy of Law  
Shadows of Self  
Bands of Mourning*


**Collection**  
 *Arcanum Unbounded*
**Other Cosmere novels**  
 *Elantris*  
 *Warbreaker*
**The Alcatraz vs. the Evil Librarians series**  
 *Alcatraz vs. the Evil Librarians*  
 *The Scrivener's Bones*  
 *The Knights of Crystallia*  
 *The Shattered Lens*  
 *The Dark Talent*
**The Rithmatist series  
** *The Rithmatist*
**Other books by Brandon Sanderson**  
 **  
The Reckoners**  
 *Steelheart*  
 *Firefight*  
 *Calamity*
At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied. **
",~./Dropbox/The Tome/Brandon Sanderson/The Way of Kings (45)/cover.jpg,2021-06-02T19:51:57-04:00,AZW3,azw3,,mobi-asin:3df357e5-1289-4536-8913-9b5682b2b2e5,eng,The Tome,2010-08-30T00:00:00-04:00,Tor Books,,TRUE,The Stormlight Archive,1,23166329,,The Way of Kings,"Way of Kings, The",45,48494bdc-023a-4d61-a886-d41dc957e964
"Lee, Yoon Ha",Yoon Ha Lee,"To win an impossible war Captain Kel Cheris must awaken an ancient weapon and a despised traitor general. 
Captain Kel Cheris of the hexarchate is disgraced for using unconventional methods in a battle against heretics. Kel Command gives her the opportunity to redeem herself by retaking the Fortress of Scattered Needles, a star fortress that has recently been captured by heretics. Cheris's career isn't the only thing at stake. If the fortress falls, the hexarchate itself might be next. 
Cheris's best hope is to ally with the undead tactician Shuos Jedao. The good news is that Jedao has never lost a battle, and he may be the only one who can figure out how to successfully besiege the fortress. 
The bad news is that Jedao went mad in his first life and massacred two armies, one of them his own. As the siege wears on, Cheris must decide how far she can trust Jedao--because she might be his next victim.
**
",~./Dropbox/The Tome/Yoon Ha Lee/Ninefox Gambit (48)/cover.jpg,2021-06-02T20:11:17-04:00,AZW3,azw3,9.78178E+12,"isbn:9781781084496,mobi-asin:B01EBE05X2",eng,The Tome,2016-06-14T00:00:00-04:00,Solaris,4,FALSE,Machineries of Empire,1,1277229,,Ninefox Gambit,Ninefox Gambit,48,1c49da73-7c45-4036-8de9-5b09d64a6172
"Greene, Daniel",Daniel Greene,"When an imperial family is found butchered, Officers of God are called to investigate. Evidence points to a rebel group trying to stab fear into the very heart of the empire. Inspector Khlid begins a harrowing hunt for those responsible, but when a larger conspiracy comes to light, she struggles to trust even the officers around her.
",~./Dropbox/The Tome/Daniel Greene/Breach of Peace (49)/cover.jpg,2021-06-02T20:11:17-04:00,AZW3,azw3,9.78058E+12,"mobi-asin:d398b857-29b4-4b9f-9616-6620e34cfe8a,isbn:9780578840789",eng,The Tome,0100-12-31T19:00:00-05:00,Daniel Greene,,FALSE,,1,465161,,Breach of Peace,Breach of Peace,49,aded041c-f269-4e6e-b5b0-3422f1b3f2d2
"Gailey, Sarah",Sarah Gailey,,"~./Dropbox/The Tome/Sarah Gailey/American Hippo_ River of Teeth, Taste of Marrow, and New Stories (51)/cover.jpg",2021-06-02T20:11:17-04:00,AZW3,azw3,9.78125E+12,"isbn:9781250176431,mobi-asin:9b5647e3-9357-4682-b324-326725809bc6",eng,The Tome,2018-05-22T00:00:00-04:00,Tor.com,,FALSE,River of Teeth,1,868083,,"American Hippo: River of Teeth, Taste of Marrow, and New Stories","American Hippo: River of Teeth, Taste of Marrow, and New Stories",51,541350ac-9f2b-4628-8fc9-d0980238469a
"Pratchett, Terry",Terry Pratchett,"Terry Pratchett has invented a phantasmagorical universe in which a blissfully naive interplanetary tourist called Two-flower joins up with a drop-out wizard whose spells only seem to work half of the time.  
  
Together they undertake a chaotic voyage through a crazy world filled with monsters and dragons, heroes and knaves. Pratchett has taken the sword and sorcery fantasy tradition and turned it in its ear to create an entertaining and bizarre spoof.
",~./Dropbox/The Tome/Terry Pratchett/The Colour of Magic (52)/cover.jpg,2021-06-02T20:14:16-04:00,AZW3,azw3,9.78006E+12,isbn:9780061796845,eng,The Tome,1983-09-27T09:15:32-04:00,HarperCollins,,FALSE,Discworld,1,692480,,The Colour of Magic,"Colour of Magic, The",52,c4d2bdea-38de-4ad9-8fbb-518117db01d6
"Zahn, Timothy",Timothy Zahn,"The embattled Republic reels from the attacks of Grand Admiral Thrawn, who has marshaled the remnants of the Imperial forces and driven the Rebels back with an abominable technology recovered from the Emperor's secret fortress: clone soldiers. As Thrawn mounts his final siege, Han and Chewbacca struggle to form a coalition of smugglers for a last-ditch attack against the empire, while Leia holds the Alliance together and prepares for the birth of her Jedi twins. Overwhelmed by the ships and clones at Thrawn's command, the Republic has one last hope--sending a small force, led by Luke Skywalker, into the very stronghold that houses Thrawn's terrible cloning machines. There a final danger awaits, as the Dark Jedi C'baoth directs the battle against the Rebels and builds his strength to finish what he had already started: the destruction of Luke Skywalker.  
  
Features a bonus section following the novel that includes a primer on the *Star Wars* expanded universe, and over...
",~./Dropbox/The Tome/Timothy Zahn/The Last Command (55)/cover.jpg,2021-06-05T12:48:42-04:00,AZW3,azw3,9.78031E+12,isbn:9780307796202,eng,The Tome,2011-05-03T19:00:00-04:00,Random House Publishing Group,,FALSE,The Thrawn Trilogy,3,5048768,,The Last Command,"Last Command, The",55,2661562f-4094-43ab-91d7-a102f7cd0f6b
"Zahn, Timothy",Timothy Zahn,"It's five years after *Return of the Jedi:* the Rebel Alliance has destroyed the Death Star, defeated Darth Vader and the Emperor, and driven out the remnants of the old Imperial Starfleet to a distant corner of the galaxy. Princess Leia and Han Solo are married and expecting Jedi Twins. And Luke Skywalker has become the first in a long-awaited line of Jedi Knights. But thousand of light-years away, the last of the emperor's warlords has taken command of the shattered Imperial Fleet, readied it for war, and pointed it at the fragile heart of the new Republic. For this dark warrior has made two vital discoveries that could destroy everything the courageous men and women of the Rebel Alliance fought so hard to build. The explosive confrontation that results is a towering epic of action, invention, mystery, and spectacle on a galactic scale--in short, a story worthy of the name *Star Wars.  
  
* Features a bonus section following the novel that includes a primer on the...
",~./Dropbox/The Tome/Timothy Zahn/Heir to the Empire (57)/cover.jpg,2021-06-05T12:48:42-04:00,AZW3,azw3,9.78031E+12,isbn:9780307796103,eng,The Tome,2011-05-03T19:00:00-04:00,Random House Publishing Group,,FALSE,The Thrawn Trilogy,1,4901291,,Heir to the Empire,Heir to the Empire,57,2cced83e-4031-4208-8161-543de9675b7e
"Zahn, Timothy",Timothy Zahn,"The dying Empire's most cunning and ruthless warlord--Grand Admiral Thrawn--has taken command of the remnants of the Imperial fleet and launched a massive campaign aimed at the New Republic's destruction. With the aid of unimaginable weapons long hidden away by the Emperor on a backwater planet, Thrawn plans to turn the tide of battle, overwhelm the New Republic, and impose his iron rule throughout the galaxy. Meanwhile, Han and Lando Calrissian race against time to find proof of treason inside the highest Republican Council--only to discover instead a ghostly fleet of warships that could bring doom to their friends and victory to their enemies. Yet most dangerous of all is a new Dark Jedi, risen from the ashes of a shrouded past, consumed by bitterness... and scheming to corrupt Luke Skywalker to the Dark Side.   
  
Features a bonus section following the novel that includes a primer on the *Star Wars* expanded universe, and over half a dozen excerpts from some of the...
",~./Dropbox/The Tome/Timothy Zahn/Dark Force Rising (60)/cover.jpg,2021-06-05T12:48:42-04:00,AZW3,azw3,9.78031E+12,isbn:9780307796189,eng,The Tome,2011-05-03T19:00:00-04:00,Random House Publishing Group,,FALSE,The Thrawn Trilogy,2,5168421,,Dark Force Rising,Dark Force Rising,60,c2219da0-bfef-4ce5-8a06-ad5ae78bff9b
"McClellan, Brian",Brian McClellan,"**""Just plain awesome"" -- Brandon Sanderson**
Civil unrest cripples the citizens of Adro in the aftermath of the revolution that obliterated the monarchy. Now, Field Marshal Tamas and his lieutenants must confront the true cost of freedom in book one of the Powder Mage Trilogy. 
It's a bloody business overthrowing a king. . . 
Field Marshal Tamas' coup against his king sent corrupt aristocrats to the guillotine and brought bread to the starving. But it also provoked war with the Nine Nations, internal attacks by royalist fanatics, and the greedy to scramble for money and power by Tamas's supposed allies: the Church, workers unions, and mercenary forces. 
It's up to a few. . . 
Stretched to his limit, Tamas is relying heavily on his few remaining powder mages, including the embittered Taniel, a brilliant marksman who also happens to be his estranged son, and Adamat, a retired police inspector whose loyalty is being tested by blackmail. 
But when gods are involved. . . 
Now, as attacks batter them from within and without, the credulous are whispering about omens of death and destruction. Just old peasant legends about the gods waking to walk the earth. No modern educated man believes that sort of thing. But they should. . . 
Winner of the David Gemmell Morningstar Award for Best Debut Fantasy. **
",~./Dropbox/The Tome/Brian McClellan/Promise of Blood (114)/cover.jpg,2021-06-05T12:48:44-04:00,AZW3,azw3,9.78032E+12,"amazon:0316219045,isbn:9780316219044,mobi-asin:B009SS9614",eng,The Tome,2014-04-08T00:00:00-04:00,Orbit,4,TRUE,Powder Mage,1,2741072,,Promise of Blood,Promise of Blood,114,98138393-10d5-46a1-9e8d-84fd1b2d6818
